"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_3_label"
"24",324,"z19-z28_SH-LW10-2.2-Map128_MergedMC",24,88.2,185.306,"P","0177-0315",290,156,"HET","SH",0.666666666666667
"25",325,"z19-z28_SH-LW10-2.2-Map128_MergedMC",25,65.012,61.865,"P","0177-0227",209,160,"HET","SH",1
"26",326,"z19-z28_SH-LW10-2.2-Map128_MergedMC",26,46.376,29.701,"P","0176-0091",74,164,"HET","SH",0.666666666666667
"27",327,"z19-z28_SH-LW10-2.2-Map128_MergedMC",27,70.275,54.631,"P","0199-0107",89,182,"HET","SH",0.333333333333333
"28",328,"z19-z28_SH-LW10-2.2-Map128_MergedMC",28,6.33,79.371,"P","0195-0395",392,187,"HET","SH",0.333333333333333
"29",329,"z19-z28_SH-LW10-2.2-Map128_MergedMC",29,64.798,61.661,"P","0215-0330",311,199,"HET","SH",0.333333333333333
"30",330,"z19-z28_SH-LW10-2.2-Map128_MergedMC",30,81.94,87.471,"P","0223-0171",155,201,"HET","SH",0.666666666666667
"31",331,"z19-z28_SH-LW10-2.2-Map128_MergedMC",31,66.79,60.543,"P","0221-0212",195,201,"HET","SH",0.666666666666667
"32",332,"z19-z28_SH-LW10-2.2-Map128_MergedMC",32,42.535,12.045,"N","0227-0095",78,216,"HET","SH",0.666666666666667
"33",333,"z19-z28_SH-LW10-2.2-Map128_MergedMC",33,28.523,51.913,"P","0232-0144",135,216,"HET","SH",0.666666666666667
"34",334,"z19-z28_SH-LW10-2.2-Map128_MergedMC",34,60.246,44.083,"P","0257-0026",8,241,"HET","SH",0.333333333333333
"35",335,"z19-z28_SH-LW10-2.2-Map128_MergedMC",35,123.551,149.242,"P","0270-0100",78,245,"HET","SH",0.333333333333333
"36",336,"z19-z28_SH-LW10-2.2-Map128_MergedMC",36,53.204,51.266,"P","0284-0045",29,269,"HET","SH",1
"37",337,"z19-z28_SH-LW10-2.2-Map128_MergedMC",37,73.121,57.866,"P","0305-0235",217,286,"HET","SH",0.333333333333333
"38",338,"z19-z28_SH-LW10-2.2-Map128_MergedMC",38,61.455,52.866,"P","0332-0324",307,316,"HET","SH",0.666666666666667
"39",339,"z19-z28_SH-LW10-2.2-Map128_MergedMC",39,43.602,44.904,"P","0335-0051",34,322,"HET","SH",0.666666666666667
"40",340,"z19-z28_SH-LW10-2.2-Map128_MergedMC",40,16.075,21.412,"N","0348-0099",91,338,"HET","SH",0.333333333333333
"41",341,"z19-z28_SH-LW10-2.2-Map128_MergedMC",41,105.982,121.719,"P","0374-0069",47,353,"HET","SH",0.333333333333333
"42",342,"z19-z28_SH-LW10-2.2-Map128_MergedMC",42,31.368,15.438,"N","0366-0184",172,354,"HET","SH",0.333333333333333
"43",343,"z19-z28_SH-LW10-2.2-Map128_MergedMC",43,12.448,87.337,"P","0365-0265",259,355,"HET","SH",1
"44",344,"z19-z28_SH-LW10-2.2-Map128_MergedMC",44,71.058,17.569,"N","0120-0022",3,102,"HET","SH",0.666666666666667
"45",345,"z19-z28_SH-LW10-2.2-Map128_MergedMC",45,66.221,16.374,"N","0060-0064",46,44,"HET","SH",1
"46",346,"z19-z28_SH-LW10-2.2-Map128_MergedMC",46,80.731,14.644,"N","0193-0051",31,175,"HET","SH",0.666666666666667
"47",347,"z19-z28_SH-LW10-2.2-Map128_MergedMC",47,24.397,19.017,"N","0226-0069",58,216,"HET","SH",0.666666666666667
"48",348,"z19-z28_SH-LW10-2.2-Map128_MergedMC",48,59.108,25.748,"P","0278-0137",120,263,"HET","SH",0.666666666666667
"49",349,"z19-z28_SH-LW10-2.2-Map128_MergedMC",49,57.188,20.984,"N","0262-0191",174,248,"HET","SH",0.666666666666667
"50",350,"z19-z28_SH-LW10-2.2-Map128_MergedMC",50,55.481,13.212,"N","0297-0201",186,281,"HET","SH",0.666666666666667
"51",351,"z19-z28_SH-LW10-2.2-Map128_MergedMC",51,68.07,17.183,"N","0322-0136",118,306,"HET","SH",0
"52",352,"z19-z28_SH-LW10-2.2-Map128_MergedMC",52,25.962,15.647,"N","0338-0162",154,321,"HET","SH",0
"53",353,"z19-z28_SH-LW10-2.2-Map128_MergedMC",53,74.259,18.483,"N","0219-0281",260,203,"HET","SH",1
"54",354,"z19-z28_SH-LW10-2.2-Map128_MergedMC",54,49.506,54.733,"P","0214-0247",231,200,"HET","SH",0.666666666666667
"55",355,"z19-z28_SH-LW10-2.2-Map128_MergedMC",55,80.233,32.02,"P","0271-0290",269,255,"HET","SH",0.666666666666667
"56",356,"z19-z28_SH-LW10-2.2-Map128_MergedMC",56,67.999,14.627,"N","0253-0352",337,234,"HET","SH",0.666666666666667
"57",357,"z19-z28_SH-LW10-2.2-Map128_MergedMC",57,49.577,15.927,"N","0262-0384",369,247,"HET","SH",0.666666666666667
"58",358,"z19-z28_SH-LW10-2.2-Map128_MergedMC",58,13.799,7.088,"N","0201-0178",168,193,"HET","SH",1
"59",359,"z19-z28_SH-LW10-2.2-Map128_MergedMC",59,35.849,40.625,"P","0031-0103",91,19,"HET","SH",0.333333333333333
"60",360,"z19-z28_SH-LW10-2.2-Map128_MergedMC",60,45.807,17.512,"N","0376-0152",139,358,"HET","SH",0
"61",361,"z19-z28_SH-LW10-2.2-Map128_MergedMC",61,43.602,12.199,"N","0361-0115",102,345,"HET","SH",0
"62",362,"z19-z28_SH-LW10-2.2-Map128_MergedMC",62,67.572,45.261,"P","0334-0213",196,316,"HET","SH",0.333333333333333
