"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_9_label"
"31",106,"z3-z12_SW-LW9-3.2-Map128_MergedMC",31,79.024,16.92,"P","0188-0095",77,170,"WT","SW",0.888888888888889
"32",107,"z3-z12_SW-LW9-3.2-Map128_MergedMC",32,33.857,27.563,"P","0189-0389",380,172,"WT","SW",0.777777777777778
"33",108,"z3-z12_SW-LW9-3.2-Map128_MergedMC",33,93.108,19.232,"P","0196-0045",24,176,"WT","SW",0.666666666666667
"34",109,"z3-z12_SW-LW9-3.2-Map128_MergedMC",34,75.041,18.968,"P","0197-0268",249,178,"WT","SW",0.666666666666667
"35",110,"z3-z12_SW-LW9-3.2-Map128_MergedMC",35,75.752,15.516,"P","0204-0322",303,186,"WT","SW",0.666666666666667
"36",111,"z3-z12_SW-LW9-3.2-Map128_MergedMC",36,69.777,19.317,"P","0206-0229",212,188,"WT","SW",0.666666666666667
"37",112,"z3-z12_SW-LW9-3.2-Map128_MergedMC",37,39.405,7.706,"N","0207-0289",273,193,"WT","SW",0.777777777777778
"38",113,"z3-z12_SW-LW9-3.2-Map128_MergedMC",38,72.907,12.482,"P","0215-0357",339,195,"WT","SW",0.777777777777778
"39",114,"z3-z12_SW-LW9-3.2-Map128_MergedMC",39,57.045,20.961,"P","0223-0013",0,205,"WT","SW",0.888888888888889
"40",115,"z3-z12_SW-LW9-3.2-Map128_MergedMC",40,78.171,17.652,"P","0231-0155",136,209,"WT","SW",1
"41",116,"z3-z12_SW-LW9-3.2-Map128_MergedMC",41,70.418,15.607,"P","0236-0119",102,218,"WT","SW",1
"42",117,"z3-z12_SW-LW9-3.2-Map128_MergedMC",42,62.024,8.261,"P","0237-0178",161,219,"WT","SW",1
"43",118,"z3-z12_SW-LW9-3.2-Map128_MergedMC",43,89.836,14.337,"P","0243-0080",58,225,"WT","SW",0.888888888888889
"44",119,"z3-z12_SW-LW9-3.2-Map128_MergedMC",44,54.271,7.477,"P","0243-0212",196,227,"WT","SW",0.888888888888889
"45",120,"z3-z12_SW-LW9-3.2-Map128_MergedMC",45,75.183,17.857,"P","0247-0314",294,231,"WT","SW",0.666666666666667
"46",121,"z3-z12_SW-LW9-3.2-Map128_MergedMC",46,74.33,14.488,"P","0254-0370",351,236,"WT","SW",0.888888888888889
"47",122,"z3-z12_SW-LW9-3.2-Map128_MergedMC",47,84.501,16.958,"P","0260-0250",231,241,"WT","SW",0.777777777777778
"48",123,"z3-z12_SW-LW9-3.2-Map128_MergedMC",48,40.828,2.57,"N","0255-0020",5,242,"WT","SW",1
"49",124,"z3-z12_SW-LW9-3.2-Map128_MergedMC",49,95.526,13.08,"P","0276-0051",31,253,"WT","SW",0.888888888888889
"50",125,"z3-z12_SW-LW9-3.2-Map128_MergedMC",50,78.597,13.903,"P","0278-0112",91,262,"WT","SW",0.888888888888889
"51",126,"z3-z12_SW-LW9-3.2-Map128_MergedMC",51,83.505,15.511,"P","0286-0324",303,267,"WT","SW",0.777777777777778
"52",127,"z3-z12_SW-LW9-3.2-Map128_MergedMC",52,22.334,7.344,"P","0297-0392",385,283,"WT","SW",0.888888888888889
"53",128,"z3-z12_SW-LW9-3.2-Map128_MergedMC",53,86.208,17.042,"P","0303-0207",187,284,"WT","SW",0.888888888888889
"54",129,"z3-z12_SW-LW9-3.2-Map128_MergedMC",54,55.694,7.885,"P","0307-0034",18,290,"WT","SW",0.777777777777778
"55",130,"z3-z12_SW-LW9-3.2-Map128_MergedMC",55,62.878,2.119,"N","0311-0278",262,293,"WT","SW",1
"56",131,"z3-z12_SW-LW9-3.2-Map128_MergedMC",56,15.506,8.734,"P","0311-0005",0,297,"WT","SW",0.777777777777778
"57",132,"z3-z12_SW-LW9-3.2-Map128_MergedMC",57,62.736,13.927,"P","0315-0115",96,300,"WT","SW",0.888888888888889
"58",133,"z3-z12_SW-LW9-3.2-Map128_MergedMC",58,75.326,14.03,"P","0320-0234",216,302,"WT","SW",0.888888888888889
"59",134,"z3-z12_SW-LW9-3.2-Map128_MergedMC",59,17.213,12.252,"P","0315-0380",369,305,"WT","SW",0.888888888888889
"60",135,"z3-z12_SW-LW9-3.2-Map128_MergedMC",60,62.949,14.488,"P","0329-0049",32,310,"WT","SW",0.777777777777778
"61",136,"z3-z12_SW-LW9-3.2-Map128_MergedMC",61,69.137,14.629,"P","0327-0313",293,311,"WT","SW",0.888888888888889
"62",137,"z3-z12_SW-LW9-3.2-Map128_MergedMC",62,42.962,3.899,"N","0341-0097",83,329,"WT","SW",1
"63",138,"z3-z12_SW-LW9-3.2-Map128_MergedMC",63,75.326,14.769,"P","0349-0128",111,330,"WT","SW",0.888888888888889
"64",139,"z3-z12_SW-LW9-3.2-Map128_MergedMC",64,70.489,34.702,"P","0357-0034",17,338,"WT","SW",0.888888888888889
"65",140,"z3-z12_SW-LW9-3.2-Map128_MergedMC",65,76.89,15.029,"P","0358-0331",311,341,"WT","SW",0.888888888888889
"66",141,"z3-z12_SW-LW9-3.2-Map128_MergedMC",66,79.38,11.415,"P","0364-0271",253,344,"WT","SW",0.888888888888889
"67",142,"z3-z12_SW-LW9-3.2-Map128_MergedMC",67,41.824,17.563,"P","0366-0099",85,354,"WT","SW",0.888888888888889
"68",143,"z3-z12_SW-LW9-3.2-Map128_MergedMC",68,81.371,10.773,"P","0378-0123",94,357,"WT","SW",0.888888888888889
"69",144,"z3-z12_SW-LW9-3.2-Map128_MergedMC",69,25.464,9.941,"P","0386-0009",0,374,"WT","SW",0.888888888888889
"70",145,"z3-z12_SW-LW9-3.2-Map128_MergedMC",70,33.502,13.798,"P","0391-0198",178,384,"WT","SW",0.777777777777778
