"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_9_label"
"17",427,"z8-z17_NH-RW9-1.4-Map128_MergedMC",17,16.858,2.477,"N","0071-0341",331,62,"HET","NH",0.111111111111111
"18",428,"z8-z17_NH-RW9-1.4-Map128_MergedMC",18,61.1,2.665,"N","0083-0280",266,64,"HET","NH",0.111111111111111
"19",429,"z8-z17_NH-RW9-1.4-Map128_MergedMC",19,81.727,1.865,"N","0094-0381",364,74,"HET","NH",0.222222222222222
"20",430,"z8-z17_NH-RW9-1.4-Map128_MergedMC",20,50.146,5.834,"P","0090-0214",197,76,"HET","NH",0.333333333333333
"21",431,"z8-z17_NH-RW9-1.4-Map128_MergedMC",21,84.003,2.831,"N","0103-0319",299,85,"HET","NH",0.111111111111111
"22",432,"z8-z17_NH-RW9-1.4-Map128_MergedMC",22,81.443,2.667,"N","0107-0255",236,90,"HET","NH",0.222222222222222
"23",433,"z8-z17_NH-RW9-1.4-Map128_MergedMC",23,81.585,7.451,"P","0120-0199",178,103,"HET","NH",0.444444444444444
"24",434,"z8-z17_NH-RW9-1.4-Map128_MergedMC",24,83.292,2.176,"N","0122-0349",326,105,"HET","NH",0.222222222222222
"25",435,"z8-z17_NH-RW9-1.4-Map128_MergedMC",25,24.611,2.269,"N","0138-0006",0,122,"HET","NH",0.333333333333333
"26",436,"z8-z17_NH-RW9-1.4-Map128_MergedMC",26,17.569,2.049,"N","0131-0321",312,122,"HET","NH",0.222222222222222
"27",437,"z8-z17_NH-RW9-1.4-Map128_MergedMC",27,107.405,2.537,"N","0149-0255",231,129,"HET","NH",0.333333333333333
"28",438,"z8-z17_NH-RW9-1.4-Map128_MergedMC",28,99.865,2.947,"N","0162-0209",184,140,"HET","NH",0.444444444444444
"29",439,"z8-z17_NH-RW9-1.4-Map128_MergedMC",29,90.476,10.506,"P","0159-0358",336,140,"HET","NH",0.111111111111111
"30",440,"z8-z17_NH-RW9-1.4-Map128_MergedMC",30,41.113,2.886,"N","0155-0304",289,143,"HET","NH",0.111111111111111
"31",441,"z8-z17_NH-RW9-1.4-Map128_MergedMC",31,61.1,2.173,"N","0168-0148",134,148,"HET","NH",0.555555555555556
"32",442,"z8-z17_NH-RW9-1.4-Map128_MergedMC",32,96.309,12.032,"P","0177-0115",96,154,"HET","NH",0.444444444444444
"33",443,"z8-z17_NH-RW9-1.4-Map128_MergedMC",33,47.514,8.407,"P","0178-0386",374,161,"HET","NH",0.222222222222222
"34",444,"z8-z17_NH-RW9-1.4-Map128_MergedMC",34,77.246,1.703,"N","0181-0082",63,162,"HET","NH",0.333333333333333
"35",445,"z8-z17_NH-RW9-1.4-Map128_MergedMC",35,85.924,6.592,"P","0192-0204",182,174,"HET","NH",0.222222222222222
"36",446,"z8-z17_NH-RW9-1.4-Map128_MergedMC",36,81.94,2.09,"N","0204-0021",2,184,"HET","NH",0.555555555555556
"37",447,"z8-z17_NH-RW9-1.4-Map128_MergedMC",37,70.489,1.464,"N","0210-0302",283,192,"HET","NH",0.333333333333333
"38",448,"z8-z17_NH-RW9-1.4-Map128_MergedMC",38,88.84,1.959,"N","0216-0357",334,198,"HET","NH",0.444444444444444
"39",449,"z8-z17_NH-RW9-1.4-Map128_MergedMC",39,106.764,1.941,"N","0224-0255",234,202,"HET","NH",0.333333333333333
"40",450,"z8-z17_NH-RW9-1.4-Map128_MergedMC",40,82.51,6.51,"P","0222-0081",60,203,"HET","NH",0.222222222222222
"41",451,"z8-z17_NH-RW9-1.4-Map128_MergedMC",41,24.184,3.038,"N","0218-0324",314,207,"HET","NH",0.444444444444444
"42",452,"z8-z17_NH-RW9-1.4-Map128_MergedMC",42,80.233,3.962,"P","0230-0044",25,209,"HET","NH",0.444444444444444
"43",453,"z8-z17_NH-RW9-1.4-Map128_MergedMC",43,44.456,1.458,"N","0232-0161",145,219,"HET","NH",0.444444444444444
"44",454,"z8-z17_NH-RW9-1.4-Map128_MergedMC",44,84.288,1.792,"N","0264-0165",146,242,"HET","NH",0.333333333333333
"45",455,"z8-z17_NH-RW9-1.4-Map128_MergedMC",45,85.639,4.537,"P","0265-0304",286,244,"HET","NH",0.111111111111111
"46",456,"z8-z17_NH-RW9-1.4-Map128_MergedMC",46,155.772,31.39,"P","0271-0362",336,244,"HET","NH",0.333333333333333
"47",457,"z8-z17_NH-RW9-1.4-Map128_MergedMC",47,81.585,1.409,"N","0265-0215",195,245,"HET","NH",0.333333333333333
"48",458,"z8-z17_NH-RW9-1.4-Map128_MergedMC",48,24.753,1.514,"N","0257-0094",84,246,"HET","NH",0.333333333333333
"49",459,"z8-z17_NH-RW9-1.4-Map128_MergedMC",49,110.819,1.886,"N","0269-0049",22,250,"HET","NH",0.444444444444444
"50",460,"z8-z17_NH-RW9-1.4-Map128_MergedMC",50,85.781,11.532,"P","0287-0196",176,267,"HET","NH",0
"51",461,"z8-z17_NH-RW9-1.4-Map128_MergedMC",51,88.2,1.694,"N","0289-0126",106,269,"HET","NH",0.222222222222222
"52",462,"z8-z17_NH-RW9-1.4-Map128_MergedMC",52,109.752,8.72,"P","0314-0023",0,291,"HET","NH",0.333333333333333
"53",463,"z8-z17_NH-RW9-1.4-Map128_MergedMC",53,72.907,38.339,"P","0317-0065",46,298,"HET","NH",0.111111111111111
"54",464,"z8-z17_NH-RW9-1.4-Map128_MergedMC",54,35.707,2.552,"N","0310-0258",245,298,"HET","NH",0.444444444444444
"55",465,"z8-z17_NH-RW9-1.4-Map128_MergedMC",55,73.121,1.929,"N","0331-0174",157,311,"HET","NH",0.111111111111111
"56",466,"z8-z17_NH-RW9-1.4-Map128_MergedMC",56,87.702,2.041,"N","0335-0329",306,314,"HET","NH",0.666666666666667
"57",467,"z8-z17_NH-RW9-1.4-Map128_MergedMC",57,46.02,2.155,"N","0336-0374",362,319,"HET","NH",0.666666666666667
"58",468,"z8-z17_NH-RW9-1.4-Map128_MergedMC",58,72.338,2.009,"N","0336-0145",126,320,"HET","NH",0.222222222222222
"59",469,"z8-z17_NH-RW9-1.4-Map128_MergedMC",59,75.397,1.733,"N","0351-0077",58,332,"HET","NH",0.222222222222222
"60",470,"z8-z17_NH-RW9-1.4-Map128_MergedMC",60,51.995,23.304,"P","0358-0276",260,344,"HET","NH",0.333333333333333
"61",471,"z8-z17_NH-RW9-1.4-Map128_MergedMC",61,39.192,1.889,"N","0357-0117",103,345,"HET","NH",0.222222222222222
"62",472,"z8-z17_NH-RW9-1.4-Map128_MergedMC",62,71.2,2.765,"N","0367-0241",223,350,"HET","NH",0.333333333333333
"63",473,"z8-z17_NH-RW9-1.4-Map128_MergedMC",63,87.133,2.131,"N","0374-0207",189,353,"HET","NH",0.333333333333333
"64",474,"z8-z17_NH-RW9-1.4-Map128_MergedMC",64,35.493,1.645,"N","0370-0173",162,357,"HET","NH",0.222222222222222
"65",475,"z8-z17_NH-RW9-1.4-Map128_MergedMC",65,85.71,5.648,"P","0378-0341",320,358,"HET","NH",0.444444444444444
"66",476,"z8-z17_NH-RW9-1.4-Map128_MergedMC",66,35.351,1.416,"N","0380-0010",0,364,"HET","NH",0.333333333333333
"67",477,"z8-z17_NH-RW9-1.4-Map128_MergedMC",67,34.071,2.451,"N","0376-0083",67,364,"HET","NH",0.333333333333333
"68",478,"z8-z17_NH-RW9-1.4-Map128_MergedMC",68,16.786,1.458,"N","0372-0149",140,364,"HET","NH",0.111111111111111
"69",479,"z8-z17_NH-RW9-1.4-Map128_MergedMC",69,38.338,2.403,"N","0379-0372",360,364,"HET","NH",0.555555555555556
"70",480,"z8-z17_NH-RW9-1.4-Map128_MergedMC",70,51.284,5.741,"P","0386-0273",257,373,"HET","NH",0.333333333333333
"71",481,"z8-z17_NH-RW9-1.4-Map128_MergedMC",71,37.556,4.564,"P","0391-0154",132,384,"HET","NH",0
"72",482,"z8-z17_NH-RW9-1.4-Map128_MergedMC",72,13.23,9.909,"P","0393-0297",287,388,"HET","NH",0.333333333333333
