"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_1_label"
"21","z15-z24_SH-RW10-2.2-Map127_MergedMC",21,61.1,1152.619,"P","0165-0291",76.955,44.676,"HET","SH",1
"22","z15-z24_SH-RW10-2.2-Map127_MergedMC",22,16.929,255.16,"N","0167-0359",95.652,44.586,"HET","SH",1
"23","z15-z24_SH-RW10-2.2-Map127_MergedMC",23,41.539,467.634,"P","0176-0141",37.788,46.599,"HET","SH",0
"24","z15-z24_SH-RW10-2.2-Map127_MergedMC",24,113.024,2929.662,"P","0192-0086",23.032,50.936,"HET","SH",0
"25","z15-z24_SH-RW10-2.2-Map127_MergedMC",25,78.597,128.287,"N","0192-0165",44.171,51.472,"HET","SH",1
"26","z15-z24_SH-RW10-2.2-Map127_MergedMC",26,36.418,119.031,"N","0193-0389",104.307,51.465,"HET","SH",0
"27","z15-z24_SH-RW10-2.2-Map127_MergedMC",27,56.05,148.415,"N","0213-0234",62.554,56.78,"HET","SH",1
"28","z15-z24_SH-RW10-2.2-Map127_MergedMC",28,84.43,1330.481,"P","0219-0016",3.933,58.909,"HET","SH",0
"29","z15-z24_SH-RW10-2.2-Map127_MergedMC",29,19.916,109.329,"N","0230-0100",26.888,61.425,"HET","SH",0
"30","z15-z24_SH-RW10-2.2-Map127_MergedMC",30,25.109,164.173,"P","0235-0281",75.096,62.86,"HET","SH",0
"31","z15-z24_SH-RW10-2.2-Map127_MergedMC",31,92.468,157.138,"N","0253-0198",53.048,67.459,"HET","SH",0
"32","z15-z24_SH-RW10-2.2-Map127_MergedMC",32,41.255,94.693,"N","0250-0126",33.774,67.029,"HET","SH",0
"33","z15-z24_SH-RW10-2.2-Map127_MergedMC",33,93.25,158.667,"N","0254-0330",88.175,67.685,"HET","SH",1
"34","z15-z24_SH-RW10-2.2-Map127_MergedMC",34,83.932,124.112,"N","0260-0281",74.898,69.459,"HET","SH",1
"35","z15-z24_SH-RW10-2.2-Map127_MergedMC",35,61.313,112.008,"N","0262-0037",10.283,69.849,"HET","SH",1
"36","z15-z24_SH-RW10-2.2-Map127_MergedMC",36,3.414,847.292,"P","0261-0396",105.891,69.636,"HET","SH",1
"37","z15-z24_SH-RW10-2.2-Map127_MergedMC",37,56.547,578.517,"P","0287-0017",4.206,76.759,"HET","SH",0
"38","z15-z24_SH-RW10-2.2-Map127_MergedMC",38,85.355,1223.303,"P","0292-0340",90.952,77.835,"HET","SH",0
"39","z15-z24_SH-RW10-2.2-Map127_MergedMC",39,95.028,1867.494,"P","0299-0144",38.624,79.704,"HET","SH",0
"40","z15-z24_SH-RW10-2.2-Map127_MergedMC",40,100.149,144.408,"N","0325-0279",74.438,87.426,"HET","SH",0
"41","z15-z24_SH-RW10-2.2-Map127_MergedMC",41,66.079,103.884,"N","0326-0354",94.492,87.25,"HET","SH",1
"42","z15-z24_SH-RW10-2.2-Map127_MergedMC",42,69.92,139.301,"N","0329-0190",50.913,87.751,"HET","SH",1
"43","z15-z24_SH-RW10-2.2-Map127_MergedMC",43,67.928,2353.462,"P","0367-0136",36.22,97.819,"HET","SH",0
"44","z15-z24_SH-RW10-2.2-Map127_MergedMC",44,41.753,446.089,"P","0362-0209",56.037,96.976,"HET","SH",0
"45","z15-z24_SH-RW10-2.2-Map127_MergedMC",45,49.221,111.305,"N","0382-0308",82.075,101.588,"HET","SH",0
"46","z15-z24_SH-RW10-2.2-Map127_MergedMC",46,46.376,142.373,"N","0383-0189",50.378,102.703,"HET","SH",1
"47","z15-z24_SH-RW10-2.2-Map127_MergedMC",47,70.987,680.642,"P","0386-0070",19.071,103.113,"HET","SH",0
"48","z15-z24_SH-RW10-2.2-Map127_MergedMC",48,22.334,180.768,"N","0391-0123",32.853,104.723,"HET","SH",1
"49","z15-z24_SH-RW10-2.2-Map127_MergedMC",49,51.071,1076.214,"P","0016-0059",15.843,3.809,"HET","SH",1
"50","z15-z24_SH-RW10-2.2-Map127_MergedMC",50,17.996,968.814,"P","0020-0039",10.367,5.566,"HET","SH",1
"51","z15-z24_SH-RW10-2.2-Map127_MergedMC",51,40.046,114.078,"N","0090-0201",54.93,25.073,"HET","SH",1
