"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_1_label"
"19","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",20,92.041,1687.55,"P","0101-0207",55.366,27.054,"HET","NH",0
"20","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",21,74.543,1371.115,"N","0102-0345",92.327,27.134,"HET","NH",0
"21","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",22,53.418,142.603,"P","0105-0130",34.868,27.886,"HET","NH",1
"22","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",23,71.698,1213.558,"P","0103-0166",44.411,27.505,"HET","NH",0
"23","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",24,94.601,130.245,"P","0120-0094",25.465,31.789,"HET","NH",1
"24","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",25,43.958,112.948,"N","0130-0337",90.09,35.003,"HET","NH",0
"25","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",26,44.953,557.843,"P","0132-0386",103.389,35.068,"HET","NH",0
"26","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",27,88.627,1898.453,"N","0137-0169",45.166,36.697,"HET","NH",1
"27","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",28,60.815,168.843,"N","0134-0206",54.735,35.82,"HET","NH",0
"28","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",29,78.811,1199.975,"N","0142-0064",17.114,37.821,"HET","NH",1
"29","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",30,75.61,802.581,"N","0148-0276",73.761,39.34,"HET","NH",0
"30","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",31,78.313,375.853,"N","0160-0017",4.688,42.693,"HET","NH",0
"31","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",32,38.623,246.882,"N","0156-0382",102.188,41.705,"HET","NH",1
"32","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",33,63.162,115.63,"N","0165-0208",55.713,44.097,"HET","NH",0
"33","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",34,96.664,123.699,"P","0178-0172",45.794,47.157,"HET","NH",0
"34","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",35,38.338,131.529,"N","0169-0243",64.781,45.278,"HET","NH",0
"35","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",36,73.547,146.01,"N","0185-0376",100.514,49.289,"HET","NH",0
"36","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",37,91.401,1616.447,"N","0186-0080",21.641,49.753,"HET","NH",1
"37","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",38,98.087,1521.762,"N","0190-0344",92.084,50.825,"HET","NH",0
"38","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",39,77.957,1021.286,"N","0198-0265",70.837,52.982,"HET","NH",0
"39","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",40,83.719,123.709,"N","0205-0033",8.919,54.783,"HET","NH",0
"40","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",41,39.619,230.578,"N","0199-0122",32.714,53.149,"HET","NH",0
"41","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",42,21.268,1282.431,"N","0206-0006",1.484,55.062,"HET","NH",0
"42","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",43,74.543,945.922,"P","0220-0169",45.272,58.939,"HET","NH",0
"43","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",44,92.254,1426.5,"P","0229-0077",20.637,61.008,"HET","NH",0
"44","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",45,91.827,1654.774,"N","0238-0119",31.873,63.551,"HET","NH",0
"45","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",46,86.635,1352.414,"P","0246-0030",8.414,65.527,"HET","NH",1
"46","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",47,31.652,256.89,"N","0237-0360",95.571,63.11,"HET","NH",1
"47","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",48,25.037,109.358,"N","0237-0307",82.186,63.181,"HET","NH",1
"48","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",49,39.192,243.617,"P","0256-0011",2.355,68.925,"HET","NH",1
"49","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",50,19.418,662.201,"N","0250-0168",45.049,66.706,"HET","NH",1
"50","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",51,160.04,3635.91,"N","0276-0215",57.597,73.63,"HET","NH",1
"51","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",52,87.133,1085.125,"P","0273-0373",99.477,72.911,"HET","NH",0
"52","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",53,71.982,119.528,"P","0275-0330",88.138,73.196,"HET","NH",1
"53","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",54,28.38,91.519,"P","0273-0159",42.359,72.635,"HET","NH",0
"54","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",55,92.823,1045.159,"P","0282-0261",69.966,75.155,"HET","NH",1
"55","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",56,106.907,96.197,"N","0303-0044",11.851,81.031,"HET","NH",0
"56","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",57,81.94,96.044,"P","0307-0288",77.232,82.038,"HET","NH",1
"57","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",58,18.636,159,"P","0311-0115",30.629,83.008,"HET","NH",1
"58","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",59,78.313,99.221,"P","0320-0138",37.031,85.497,"HET","NH",1
"59","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",60,15.293,135.716,"N","0316-0074",19.805,84.459,"HET","NH",0
"60","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",61,76.677,98.135,"N","0343-0353",94.589,91.522,"HET","NH",0
"61","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",62,58.468,94.771,"N","0369-0162",43.141,98.239,"HET","NH",0
"62","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",63,63.091,100.153,"N","0370-0134",36.166,98.528,"HET","NH",0
"63","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",64,75.112,1065.95,"N","0370-0379",101.52,98.698,"HET","NH",0
"64","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",65,46.305,758.326,"P","0370-0199",53.302,98.743,"HET","NH",0
"65","z13-23_MAX_16-bit_NH-LW8-2.2-Map126_561-60_G150_E100",66,15.079,62.835,"P","0384-0093",24.806,102.647,"HET","NH",0
