"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"15","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",15,46.02,172.272,"N","0112-0195",51.875,30.2,"HET","NH",0.380952380952381
"16","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",16,49.15,161.683,"N","0122-0358",95.812,32.603,"HET","NH",0.428571428571429
"17","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",17,88.342,562.376,"P","0130-0308",82.412,35.009,"HET","NH",0.380952380952381
"18","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",18,38.41,130.743,"N","0139-0112",30.114,37.136,"HET","NH",0.238095238095238
"19","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",19,66.434,321.21,"N","0148-0176",46.973,39.259,"HET","NH",0.285714285714286
"20","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",20,95.74,363.137,"N","0167-0021",5.579,44.565,"HET","NH",0.19047619047619
"21","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",21,37.129,83.693,"N","0166-0111",29.821,43.979,"HET","NH",0.285714285714286
"22","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",22,39.903,401.061,"P","0166-0218",58.094,44.073,"HET","NH",0.238095238095238
"23","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",23,76.819,633.548,"P","0175-0081",21.73,46.687,"HET","NH",0.142857142857143
"24","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",24,79.024,527.872,"P","0179-0147",39.592,47.906,"HET","NH",0.285714285714286
"25","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",25,101.003,146.724,"N","0184-0289",76.811,48.982,"HET","NH",0.285714285714286
"26","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",26,92.468,605.761,"P","0189-0356",95.203,50.374,"HET","NH",0.285714285714286
"27","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",27,41.184,209.808,"N","0185-0195",52.113,49.601,"HET","NH",0.285714285714286
"28","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",28,42.962,145.354,"N","0195-0111",30.05,52.534,"HET","NH",0.285714285714286
"29","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",29,24.895,278.506,"N","0197-0230",61.414,52.535,"HET","NH",0.285714285714286
"30","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",30,65.154,284.903,"N","0211-0255",68.079,56.172,"HET","NH",0.238095238095238
"31","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",31,35.28,135.635,"N","0209-0067",18.078,55.546,"HET","NH",0.285714285714286
"32","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",32,78.384,149.592,"N","0217-0315",84.162,58.375,"HET","NH",0.238095238095238
"33","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",33,33.857,222.429,"N","0221-0200",53.675,59.122,"HET","NH",0.238095238095238
"34","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",34,38.694,375.189,"P","0229-0384",102.528,61.028,"HET","NH",0.238095238095238
"35","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",35,36.418,156.961,"N","0241-0173",46.435,64.661,"HET","NH",0.238095238095238
"36","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",36,61.242,171.444,"N","0248-0061",16.303,66.147,"HET","NH",0.380952380952381
"37","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",37,40.401,238.699,"N","0253-0251",67.225,67.771,"HET","NH",0.238095238095238
"38","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",38,43.602,222.936,"N","0252-0313",83.596,67.273,"HET","NH",0.333333333333333
"39","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",39,33.075,86.273,"N","0253-0274",73.125,67.491,"HET","NH",0.238095238095238
"40","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",40,48.439,188.834,"N","0271-0198",53.048,72.203,"HET","NH",0.285714285714286
"41","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",41,49.719,275.76,"N","0285-0356",94.622,75.204,"HET","NH",0.285714285714286
"42","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",42,91.614,173.552,"N","0300-0294",78.396,79.999,"HET","NH",0.238095238095238
"43","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",43,40.046,305.211,"N","0293-0089",23.928,78.354,"HET","NH",0.380952380952381
"44","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",44,74.899,616.313,"P","0306-0125",33.055,82.101,"HET","NH",0.285714285714286
"45","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",45,48.723,103.956,"N","0307-0339",90.244,82.311,"HET","NH",0.238095238095238
"46","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",46,82.012,579.434,"P","0325-0382",102.469,86.885,"HET","NH",0.19047619047619
"47","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",47,33.715,200.435,"N","0325-0012",2.813,86.501,"HET","NH",0.380952380952381
"48","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",48,54.485,197.394,"N","0333-0191",51.166,88.805,"HET","NH",0.285714285714286
"49","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",49,111.815,486.9,"P","0358-0128",34.487,95.43,"HET","NH",0.285714285714286
"50","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",50,54.271,133.974,"N","0361-0308",82.179,96.123,"HET","NH",0.285714285714286
"51","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",51,41.041,199.009,"N","0361-0064",17.128,96.671,"HET","NH",0.333333333333333
"52","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",52,78.313,383.629,"P","0365-0374",99.906,97.51,"HET","NH",0.238095238095238
"53","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",53,77.104,635.462,"P","0370-0265",71.003,98.738,"HET","NH",0.285714285714286
"54","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",54,73.263,246.255,"N","0379-0238",63.607,101.369,"HET","NH",0.333333333333333
"55","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",55,42.891,228.962,"N","0377-0024",6.625,100.757,"HET","NH",0.333333333333333
"56","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",56,33.857,147.002,"P","0385-0061",16.413,102.616,"HET","NH",0.333333333333333
"57","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",57,9.104,894.07,"N","0389-0394",105.336,103.93,"HET","NH",0.285714285714286
"58","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",58,22.975,252.759,"N","0392-0357",95.106,104.786,"HET","NH",0.285714285714286
"59","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",59,58.468,432.403,"P","0282-0013",3.253,75.764,"HET","NH",0.333333333333333
"60","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",60,58.824,143.2,"N","0299-0034",8.949,80.191,"HET","NH",0.380952380952381
"61","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",61,51.782,157.331,"N","0024-0101",27.695,6.317,"HET","NH",0.380952380952381
"62","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",62,8.251,56.991,"N","0004-0114",30.802,0.947,"HET","NH",0.380952380952381
"63","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",63,63.518,132.962,"N","0112-0129",34.688,29.886,"HET","NH",0.285714285714286
"64","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",64,37.983,238.507,"N","0316-0260",69.439,84.228,"HET","NH",0.238095238095238
"65","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",65,115.3,1505.005,"P","0275-0152",40.128,74.209,"HET","NH",0.238095238095238
"66","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",66,22.761,458.572,"P","0293-0171",46.4,79.118,"HET","NH",0.238095238095238
"67","z16-z25_MAX_16-bit_NH-RW9-1.2-Map128_561-60_G150_E100",67,84.501,169.771,"N","0242-0098",26.288,64.109,"HET","NH",0.333333333333333
